000001	30	0000000000000002	03	09:02:15.34	E	06/04/2024
000002	30	0000000000000125	03	09:02:25.36	E	06/04/2024
000003	30	0000000000000043	03	09:02:32.17	E	06/04/2024
000004	30	0000000000000065	02	09:02:32.60	E	06/04/2024
000005	30	0000000000000038	03	09:02:34.57	E	06/04/2024
000006	30	0000000000000004	02	09:02:39.97	E	06/04/2024
000007	30	0000000000000075	02	09:02:44.59	E	06/04/2024
000008	30	0000000000000064	03	09:02:45.92	E	06/04/2024
000009	30	0000000000000035	02	09:02:46.40	E	06/04/2024
000010	30	0000000000000122	03	09:02:49.28	E	06/04/2024
000011	30	0000000000000019	02	09:02:53.23	E	06/04/2024
000012	30	0000000000000016	03	09:03:10.51	E	06/04/2024
000013	30	0000000000000051	02	09:03:10.79	E	06/04/2024
000014	30	0000000000000015	03	09:03:10.83	E	06/04/2024
000015	30	0000000000000022	03	09:03:11.64	E	06/04/2024
000016	30	0000000000000059	03	09:03:12.14	E	06/04/2024
000017	30	0000000000000036	03	09:03:12.47	E	06/04/2024
000018	30	0000000000000013	03	09:03:18.39	E	06/04/2024
000019	30	0000000000000052	03	09:03:19.67	E	06/04/2024
000020	30	0000000000000045	03	09:03:20.04	E	06/04/2024
000021	30	0000000000000105	03	09:03:21.81	E	06/04/2024
000022	30	0000000000000044	03	09:03:21.75	E	06/04/2024
000023	30	0000000000000116	03	09:03:26.93	E	06/04/2024
000024	30	0000000000000033	03	09:03:26.94	E	06/04/2024
000025	30	0000000000000039	02	09:03:26.36	E	06/04/2024
000026	30	0000000000000024	03	09:03:26.40	E	06/04/2024
000027	30	0000000000000076	03	09:03:26.41	E	06/04/2024
000028	30	0000000000000010	03	09:03:27.74	E	06/04/2024
000029	30	0000000000000029	03	09:03:27.91	E	06/04/2024
000030	30	0000000000000069	03	09:03:28.58	E	06/04/2024
000031	30	0000000000000011	03	09:03:28.59	E	06/04/2024
000032	30	0000000000000012	02	09:03:31.95	E	06/04/2024
000033	30	0000000000000028	03	09:03:32.14	E	06/04/2024
000034	30	0000000000000073	03	09:03:32.15	E	06/04/2024
000035	30	0000000000000112	02	09:03:33.77	E	06/04/2024
000036	30	0000000000000032	03	09:03:34.83	E	06/04/2024
000037	30	0000000000000042	03	09:03:36.17	E	06/04/2024
000038	30	0000000000000005	03	09:03:37.17	E	06/04/2024
000039	30	0000000000000007	03	09:03:37.33	E	06/04/2024
000040	30	0000000000000003	03	09:03:37.98	E	06/04/2024
000041	30	0000000000000068	03	09:03:38.35	E	06/04/2024
000042	30	0000000000000115	03	09:03:39.34	E	06/04/2024
000043	30	0000000000000001	03	09:03:39.53	E	06/04/2024
000044	30	0000000000000018	03	09:03:39.69	E	06/04/2024
000045	30	0000000000000114	03	09:03:40.60	E	06/04/2024
000046	30	0000000000000053	03	09:03:40.41	E	06/04/2024
000047	30	0000000000000021	03	09:03:40.97	E	06/04/2024
000048	30	0000000000000048	03	09:03:40.98	E	06/04/2024
000049	30	0000000000000054	03	09:03:42.41	E	06/04/2024
000050	30	0000000000000101	03	09:03:42.42	E	06/04/2024
000051	30	0000000000000056	02	09:03:42.55	E	06/04/2024
000052	30	0000000000000110	03	09:03:43.27	E	06/04/2024
000053	30	0000000000000113	02	09:03:43.89	E	06/04/2024
000054	30	0000000000000117	03	09:03:44.42	E	06/04/2024
000055	30	0000000000000014	03	09:03:45.24	E	06/04/2024
000056	30	0000000000000121	02	09:03:45.53	E	06/04/2024
000057	30	0000000000000037	03	09:03:45.58	E	06/04/2024
000058	30	0000000000000074	03	09:03:46.10	E	06/04/2024
000059	30	0000000000000027	03	09:03:51.17	E	06/04/2024
000060	30	0000000000000102	02	09:03:52.45	E	06/04/2024
000061	30	0000000000000108	03	09:03:52.94	E	06/04/2024
000062	30	0000000000000041	03	09:03:55.70	E	06/04/2024
000063	30	0000000000000034	03	09:03:55.85	E	06/04/2024
000064	30	0000000000000067	02	09:03:55.21	E	06/04/2024
000065	30	0000000000000006	03	09:03:56.61	E	06/04/2024
000066	30	0000000000000055	02	09:03:56.73	E	06/04/2024
