000926	30	0000000000000610	02	10:04:45.81	E	06/04/2024
000928	30	0000000000000627	03	10:04:46.42	E	06/04/2024
000933	30	0000000000000622	02	10:05:09.65	E	06/04/2024
000944	30	0000000000000625	02	10:05:37.88	E	06/04/2024
000948	30	0000000000000604	03	10:05:45.20	E	06/04/2024
000950	30	0000000000000608	03	10:05:49.84	E	06/04/2024
000952	30	0000000000000603	03	10:05:51.92	E	06/04/2024
000956	30	0000000000000621	03	10:05:54.94	E	06/04/2024
000957	30	0000000000000623	03	10:06:01.72	E	06/04/2024
000958	30	0000000000000624	03	10:06:02.66	E	06/04/2024
000959	30	0000000000000626	03	10:06:02.88	E	06/04/2024
000960	30	0000000000000612	03	10:06:03.36	E	06/04/2024
000961	30	0000000000000618	03	10:06:03.99	E	06/04/2024
000965	30	0000000000000619	02	10:06:07.94	E	06/04/2024
000966	30	0000000000000617	03	10:06:10.22	E	06/04/2024
000974	30	0000000000000605	03	10:06:30.31	E	06/04/2024
000976	30	0000000000000601	03	10:06:33.44	E	06/04/2024
000982	30	0000000000000611	03	10:06:59.52	E	06/04/2024
000984	30	0000000000000614	02	10:07:06.26	E	06/04/2024
000985	30	0000000000000615	03	10:07:06.76	E	06/04/2024
000994	30	0000000000000606	03	10:07:34.18	E	06/04/2024
001009	30	0000000000000607	02	10:08:25.56	E	06/04/2024
001019	30	0000000000000602	02	10:08:50.73	E	06/04/2024
001023	30	0000000000000610	03	10:09:29.12	E	06/04/2024
001026	30	0000000000000627	02	10:09:36.95	E	06/04/2024
001032	30	0000000000000622	02	10:10:11.26	E	06/04/2024
001047	30	0000000000000604	03	10:11:15.99	E	06/04/2024
001049	30	0000000000000625	02	10:11:20.98	E	06/04/2024
001054	30	0000000000000608	03	10:11:34.68	E	06/04/2024
001057	30	0000000000000621	03	10:11:43.18	E	06/04/2024
001060	30	0000000000000603	02	10:11:45.97	E	06/04/2024
001063	30	0000000000000624	03	10:11:51.70	E	06/04/2024
001064	30	0000000000000612	03	10:11:56.67	E	06/04/2024
001065	30	0000000000000623	02	10:11:59.13	E	06/04/2024
001066	30	0000000000000626	03	10:12:00.16	E	06/04/2024
001067	30	0000000000000618	03	10:12:00.16	E	06/04/2024
001075	30	0000000000000617	03	10:12:15.31	E	06/04/2024
001081	30	0000000000000605	03	10:12:33.22	E	06/04/2024
001086	30	0000000000000601	03	10:12:55.96	E	06/04/2024
001088	30	0000000000000619	02	10:13:09.24	E	06/04/2024
001102	30	0000000000000614	03	10:13:53.49	E	06/04/2024
001107	30	0000000000000610	02	10:14:06.13	E	06/04/2024
001113	30	0000000000000615	02	10:14:15.81	E	06/04/2024
001114	30	0000000000000627	02	10:14:19.64	E	06/04/2024
001119	30	0000000000000611	02	10:14:36.37	E	06/04/2024
001130	30	0000000000000622	03	10:15:17.44	E	06/04/2024
001139	30	0000000000000606	03	10:16:16.57	E	06/04/2024
001144	30	0000000000000604	03	10:16:46.65	E	06/04/2024
001146	30	0000000000000607	03	10:16:53.80	E	06/04/2024
001155	30	0000000000000625	03	10:17:08.11	E	06/04/2024
001157	30	0000000000000608	03	10:17:17.13	E	06/04/2024
001159	30	0000000000000621	02	10:17:20.28	E	06/04/2024
001168	30	0000000000000603	02	10:17:40.55	E	06/04/2024
001171	30	0000000000000624	03	10:17:44.69	E	06/04/2024
001173	30	0000000000000626	03	10:17:47.17	E	06/04/2024
001174	30	0000000000000618	02	10:17:48.13	E	06/04/2024
001175	30	0000000000000612	02	10:17:48.28	E	06/04/2024
001179	30	0000000000000623	03	10:17:55.47	E	06/04/2024
001181	30	0000000000000602	03	10:18:11.81	E	06/04/2024
001182	30	0000000000000617	02	10:18:16.50	E	06/04/2024
001188	30	0000000000000605	03	10:18:28.51	E	06/04/2024
001193	30	0000000000000610	03	10:18:51.26	E	06/04/2024
001194	30	0000000000000627	02	10:18:58.13	E	06/04/2024
001200	30	0000000000000601	02	10:19:17.17	E	06/04/2024
001212	30	0000000000000619	03	10:19:45.80	E	06/04/2024
001222	30	0000000000000614	03	10:20:29.42	E	06/04/2024
001228	30	0000000000000622	02	10:20:52.53	E	06/04/2024
001236	30	0000000000000611	03	10:21:18.59	E	06/04/2024
001241	30	0000000000000615	02	10:21:35.41	E	06/04/2024
001250	30	0000000000000604	03	10:22:08.97	E	06/04/2024
001262	30	0000000000000608	02	10:22:56.11	E	06/04/2024
001263	30	0000000000000621	03	10:22:57.10	E	06/04/2024
001264	30	0000000000000625	03	10:23:01.32	E	06/04/2024
001271	30	0000000000000618	03	10:23:26.64	E	06/04/2024
001273	30	0000000000000612	03	10:23:31.33	E	06/04/2024
001274	30	0000000000000626	03	10:23:33.66	E	06/04/2024
001275	30	0000000000000610	02	10:23:36.36	E	06/04/2024
001276	30	0000000000000627	03	10:23:39.26	E	06/04/2024
001277	30	0000000000000624	03	10:23:40.55	E	06/04/2024
001279	30	0000000000000603	03	10:23:43.60	E	06/04/2024
001284	30	0000000000000623	03	10:23:47.18	E	06/04/2024
001294	30	0000000000000605	02	10:24:19.52	E	06/04/2024
001297	30	0000000000000617	03	10:24:26.89	E	06/04/2024
001306	30	0000000000000607	03	10:25:14.65	E	06/04/2024
001313	30	0000000000000606	02	10:25:34.53	E	06/04/2024
001315	30	0000000000000601	03	10:25:36.58	E	06/04/2024
001324	30	0000000000000622	03	10:26:03.63	E	06/04/2024
001328	30	0000000000000619	02	10:26:25.91	E	06/04/2024
001331	30	0000000000000614	03	10:26:37.88	E	06/04/2024
001345	30	0000000000000604	02	10:27:32.61	E	06/04/2024
001349	30	0000000000000602	02	10:27:43.57	E	06/04/2024
001361	30	0000000000000627	03	10:28:17.62	E	06/04/2024
001363	30	0000000000000610	02	10:28:21.97	E	06/04/2024
001367	30	0000000000000621	03	10:28:35.91	E	06/04/2024
001370	30	0000000000000608	02	10:28:49.11	E	06/04/2024
001375	30	0000000000000625	02	10:28:55.39	E	06/04/2024
001379	30	0000000000000611	03	10:29:05.62	E	06/04/2024
001381	30	0000000000000612	02	10:29:18.84	E	06/04/2024
001382	30	0000000000000626	03	10:29:19.70	E	06/04/2024
001384	30	0000000000000618	03	10:29:22.32	E	06/04/2024
001386	30	0000000000000615	03	10:29:28.47	E	06/04/2024
001388	30	0000000000000624	03	10:29:30.28	E	06/04/2024
001389	30	0000000000000603	02	10:29:37.47	E	06/04/2024
001390	30	0000000000000623	02	10:29:38.82	E	06/04/2024
001404	30	0000000000000605	02	10:30:26.40	E	06/04/2024
001408	30	0000000000000617	03	10:30:35.62	E	06/04/2024
001418	30	0000000000000622	02	10:31:22.84	E	06/04/2024
001426	30	0000000000000601	02	10:31:51.31	E	06/04/2024
001431	30	0000000000000614	02	10:32:41.48	E	06/04/2024
001433	30	0000000000000619	03	10:32:44.30	E	06/04/2024
001437	30	0000000000000604	02	10:32:49.84	E	06/04/2024
001440	30	0000000000000627	03	10:32:56.58	E	06/04/2024
001441	30	0000000000000610	03	10:33:06.65	E	06/04/2024
001455	30	0000000000000607	03	10:33:33.23	E	06/04/2024
001465	30	0000000000000621	02	10:34:17.63	E	06/04/2024
001467	30	0000000000000606	03	10:34:22.66	E	06/04/2024
001468	30	0000000000000608	02	10:34:26.70	E	06/04/2024
001472	30	0000000000000625	03	10:34:44.27	E	06/04/2024
001480	30	0000000000000618	02	10:35:03.82	E	06/04/2024
001482	30	0000000000000612	03	10:35:08.84	E	06/04/2024
001483	30	0000000000000626	03	10:35:12.26	E	06/04/2024
001492	30	0000000000000603	03	10:35:32.99	E	06/04/2024
001494	30	0000000000000611	02	10:35:52.44	E	06/04/2024
001506	30	0000000000000605	02	10:36:19.24	E	06/04/2024
001510	30	0000000000000624	02	10:36:31.84	E	06/04/2024
001515	30	0000000000000617	03	10:36:48.18	E	06/04/2024
001516	30	0000000000000623	02	10:36:49.26	E	06/04/2024
001521	30	0000000000000622	02	10:37:06.78	E	06/04/2024
001528	30	0000000000000602	03	10:37:28.82	E	06/04/2024
001531	30	0000000000000627	02	10:37:38.74	E	06/04/2024
001535	30	0000000000000610	03	10:37:51.43	E	06/04/2024
001539	30	0000000000000604	03	10:37:58.61	E	06/04/2024
